WaterUseSurveyCode|WaterUseSurveyDescription
0060141|B & B WATER COMPANY-MAURICEVILLE SYSTEM
0060149|BIRD NEST ADDITION SYSTEM
0060157|ORANGE COUNTY WCID 1-LYNNWOOD ADDITION WATER SYSTEM
0060163|MAURICEVILLE WSC
0000010|CANADIAN RIVER MWA
0000081|SABINE RIVER AUTHORITY-SABINE RIVER NEWTON COUNTY
0000100|SABINE RIVER AUTHORITY-RUN OF THE RIVER ORANGE COUNTY
0000125|CITY OF LOGANSPORT LA
0000140|LOWER NECHES VALLEY AUTHORITY
0000150|CHAMBERS LIBERTY COUNTY NAVIGATION DISTRICT
0000205|TARRANT REGIONAL WD-RICHLAND CHAMBERS CREEK 08240
0000325|GULF COAST WATER AUTHORITY-BRAZOS RIVER SYSTEM 12999
0000332|BRAZOS RIVER AUTHORITY-RUN OF THE RIVER PARKER COUNTY
0000339|BRAZOS RIVER AUTHORITY-LAKE ALAN HENRY
0000410|PALO PINTO MWD 1
0000460|LOWER COLORADO RIVER AUTHORITY-LCRA INKS LAKE 14180
0000475|LOWER COLORADO RIVER AUTHORITY-LCRA LAKE BUCHANAN 14170
0000480|LOWER COLORADO RIVER AUTHORITY-LCRA LAKE TRAVIS 14230
0000481|LOWER COLORADO RIVER AUTHORITY-LCRA EAGLE LAKE 14280
0000660|CAMERON COUNTY WCID 1
0000690|CAMERON COUNTY WCID 11
0000700|LA FERIA WCID 3
0000765|HIDALGO COUNTY WCID 16
0000800|HIDALGO COUNTY ID 1
0000920|SAN PATRICIO MWD-LAKE CORPUS CHRISTI B221121070
0000930|ARANSAS COUNTY CONSTRUCTION & RESERVOIR DISTRICT
0001075|HILLUMS SERVICE INC
0004002|A A FOUNDRIES INC
0005810|ABBOTT STEEL COMPANY
0006201|ABF PACKING INC
0006654|ABILENE LUMBER
0007420|ACETYLENE OXYGEN COMPANY-CORPUS CHRISTI PLANT
0007425|ACETYLENE OXYGEN COMPANY-HARLINGEN PLANT
0007450|COOPER CAMERON VALVES
0008750|ACME SOAP INC
0008800|ACORN MHP
0008850|ACRES WSC
0009200|ADLETA SHOW CASE FIXTURE MANUFACTORY COMPANY
0009805|ADUCO INTERNATIONAL INC
0009818|ADVANCED GRAPHICS TECHNOLOGIES
0009921|RADIUS AEROSPACE FORT WORTH
0009960|AFFILIATED RICE MILLING INC
0010000|AKIN PRODUCTS COMPANY
0010839|AIRBORN INC-WINNSBORO PLANT
0010841|AIRBORN INC-GEORGETOWN PLANT
0010899|AIR QULP ROBLEY CO INC
0010911|AIR LIQUIDE AMERICA CORPORATION-CLEBURNE PLANT
0010912|AIR LIQUIDE AMERICA CORPORTION-DEER PARK HYDROGEN FACILITY
0010930|AKM DISTRIBUTING COMPANY
0011128|ALAMO CONCRETE PRODUCTS CO-WHITE RD PLANT 3
0011132|ALAMO CONCRETE COMPANY-PLANT 72 CUERO
0011133|ALAMO CONCRETE PRODUCTS CO-SOUTH TEXAS DIV FLOUR BLUFF PLANT
0011136|ALAMO CONCRETE PRODUCTS CO-SAN ANTONIO DIV FLORESVILLE PLANT
0011300|ANGELICA HEALTHCARE
0011318|ALAMO MICA
0011427|H2O INNOVATION-ALBURY MANOR UTILITY COMPANY
0011450|ALCON LABORATORIES INC
0011482|ALDINE ISD-CARVER SR HIGH
0011491|ALDINE ISD-ADMINISTRATIVE ANNEX
0011492|HYDRO TECH UTILITIES-BILL J WILSON ALDIEN ISD
0011910|ALEXANDER WATER & UTILITY CORPORATION
0012630|BANDERA ISD-ALKEK ELEMENTARY SCHOOL
0013000|CITY OF ALLEN
0013550|ALLEYTON RESOURCE-ROSENBERG PLANT
0013645|ABBVIE
0013647|ALL METALS PROCESSORS INC
0013673|ALLOY WELDING INC
0013674|ALL PLASTICS MOLDING INC
0013684|ALLOY FITTINGS CORPORATION
0015450|ALTO RURAL WSC-BRADFORD MT PLANT
0015555|ALUMAX BUILDING PRODUCTS
0015850|ALUMINUM FABRICATING
0017200|CITY OF ALVORD
0017600|AMARILLO MWS
0018450|AMARILLO GEAR COMPANY
0020375|AMERICAN BAKERIES COMPANY-UNSPECIFIED SYSTEM/FACILITY
0020400|AMERICAN GENERAL INSURANCE BUILDING
0020490|AMERICAN CAN COMPANY-ARLINGTON PLANT
0020600|ARTCO BELL CORPORATION-FURNITURE WAREHOUSE
0020601|ARTCO BELL CORPORATION-TAYLOR PLANT
0020620|AMERICAN EXCELSIOR COMPANY
0020632|AMERICAN HOMESTAR OF LANCASTER
0021055|AMERICAN MICROELECTRONICS INC
0021100|AMERICAN PLANT FOODS CORPORATION
0021805|AMERICAN PRODUCTS COMPANY INC
0022000|AMERICAN REP  NATURAL GAS RECY
0022400|AMERICAN SMELTING REFINING COMPANY-ZINK PLANT
0023110|NO DATA AVAILABLE
0023500|Innovative Utility Operations-AMES MINGLEWOOD WSC
0024300|DURRSET AMIGOS LTD
0024450|INEOS USA LLC-CHOCOLATE BAYOU PLANT
0024463|BP AMOCO CHEMICALS
0024505|AMOCO GAS COMPANY
0024515|BLANCHARD REFINING COMPANY LLC-GALVESTON BAY REFINERY
0024840|TRI UNION DEVELOPMENT CORPORATION
0024850|AMOCO PRODUCITON COMPANY-THREE BAR FACILITY PLANT
0024885|AMOCO PRODUCTION COMPANY-LA SAL VIEJA HYDROCARBON REC UNIT
0024904|AMPCO SOUTHWEST INC
0024950|CERESTAR USA INC
0025195|ANCHOR INDUSTRIES
0025800|CITY OF ANNETTA SOUTH
0027200|ANDERSON SLAUGHTERING AND PROCESSING INC
0028400|ANGELINA COUNTY LUMBER COMPANY
0030889|CARAUSTAR
0031250|APPLE COMPUTER INC
0031425|EGS ELECTRICAL GROUP-STEPHENVILLE PLANT
0031435|APRIL POINT MHP
0032605|ARANSAS COUNTY MUD 1
0033660|CITY OF ARCHER CITY
0033716|SNYDERGENERAL CORPORATION
0033730|NAVITAS MIDSTREAM PARTNERS-MIDLAND GAS PLANT
0033735|LYONDELL CHEMICAL COMPANY-SHELDON ROAD PLANT (LYONDELL CHEMICAL COMPANY)
0033742|EQUISTAR CHEMICALS LP-CHANNELVIEW FACILITY
0034800|ARKANSAS OAK FLOORING
0035862|Commemorative Brands Inc.-COMMEMORATIVE BRANDS INC
0035864|ARTESIAN FOREST ARTESIAN OAKS
0035865|AZTECA MILLING LP-PLAINVIEW PLANT
0035868|WALZEM ROAD WAREHOUSE LTD
0035975|ARROW INDUSTRIES INC
0036000|ARROYO WSC
0036095|ENCYCLE TEXAS INC
0036300|ASCARATE GOLF COURSE
0036810|DEGUSSA ENGINEERED CARBONS
0036830|ASHLAND CHEMICAL COMPANY-DREW DIVISION
0037440|EAGLE FAMILY FOODS-EL PASO PLANT
0037474|MONARCH UTILITIES LP-IVANHOE LAND OF LAKES
0037477|MONARCH UTILITIES LP-GOVERNORS POINT
0037479|MONARCH UTILITIES LP-HOLIDAY VILLAGES OF LIVINGSTON
0037481|ASTRO AIR INC-JACKSONVILLE PLANT
0037900|ATASCOCITA COUNTRY CLUB
0040000|ATLANTIC PIPELINE COMPANY
0040160|ARCO OIL & GAS COMPANY-FASHING GASOLINE PLANT
0040400|ATLAS ARCHITECTURAL METALS INC
0040430|ATLAS SOUND
0040533|ATRION CORPORATION
0040600|CITY OF AUBREY
0041026|CITY OF AUSTIN-SEAHOLM POWER STATION
0041030|CITY OF AUSTIN-DEEP EDDY WELLS
0041103|AUSTIN COLONY WATER SYSTEM
0000030|NORTH MONTAGUE COUNTY WSD
0000110|CHEROKEE WATER COMPANY
0000155|UPPER TRINITY REGIONAL WD-LAKE LEWISVILLE 08110
0000172|TRINITY RIVER AUTHORITY-JOE POOL 08130
0000200|TARRANT REGIONAL WD-NAVARRO MILLS 08230
0000210|TARRANT REGIONAL WD-LAKE BRIDGEPORT 08010
0000337|BRAZOS RIVER AUTHORITY-RUN OF THE RIVER FALLS COUNTY
0000350|BRAZOS RIVER AUTHORITY-LAKE GRANBURY 12180
0000355|BRAZOS RIVER AUTHORITY-AQUILLA CREEK 12220
0000400|DUER WAGONER
0000420|WEST CENTRAL TEXAS MWD
0000455|LOWER COLORADO RIVER AUTHORITY-LCRA PEDERNALES  RUN OF RIVER
0000470|LOWER COLORADO RIVER AUTHORITY-LAKE LBJ 14200
0000495|COLORADO RIVER MWD-MOSS CREEK RESERVOIR 14035
0000500|COLORADO RIVER MWD-J B THOMAS RESERVOIR 14010
0000512|UPPER COLORADO RIVER AUTHORITY-O C FISHER (SAN ANGELO) 14060
0000585|GUADALUPE BLANCO RIVER AUTHORITY-COLETO CREEK RESERVOIR
0000595|GUADALUPE BLANCO RIVER AUTHORITY-SAN MARCOS RIVER
0000600|UPPER GUADALUPE RIVER AUTHORITY
0000610|BEXAR MEDINA ATASCOSA COUNTY WCID 1
0000620|CANNON WATER COMPANY
0000650|CAMERON COUNTY WCID 5
0000720|HIDALGO COUNTY WCID 4
0000760|UNITED ID
0000860|TEXAS PARKS & WILDLIFE DEPARTMENT-TEXAS PARKS & WILDLIFE DEPARTMENT
0000900|PEACH ISLAND
0000950|TRA TRINITY COUNTY REGIONAL
0000955|HILLS LAKE FISH CLUB
0001010|GREENBRIAR LAKE CLUB
0001020|ANGELINA NACOGDOCHES WCID 1
0001054|RITA E BRADHAM
0002000|BRAZOSPORT WATER AUTHORITY
0004003|AASR INC
0005202|A & H WATER
0005805|ABBOTT LABORATORIES
0005853|ABCO INDUSTRIES INC
0006653|ABILENE ICE COMPANY
0007400|ACE TORPEDO COMPANY
0008450|ACME BRICK COMPANY-MCQUEENEY PLANT
0008475|ACME BRICK COMPANY-GARRISON PLANT
0008860|ACTON MUD
0008900|ADAMS GARDEN FOOD PRODUCTS
0009500|ADOBE REFINING COMPANY
0009815|ADVANCED CUSTOM MOLDERS
0009816|ADVANCED DRAINAGE SYSTEM INC
0009826|SPANSION LLC
0009845|AER MANUFACTURING INC
0009923|AIRBUS HELICOPTERS INC
0010845|AIRCO INC
0010846|AIRCO INDUSTRIAL GASES
0010850|AIRLINE MHP
0010894|AIR PRODUCTS & CHEMICAL INC-WICHITA FALLS PLANT
0011137|ALAMO CONCRETE PRODUCTS LTD-TEXAS DIV FREER PLANT 615 EAST RILEY
0011138|ALAMO CONCRETE PRODUCTS CO-SOUTH TEXAS DIV MATHIS HWY 37
0011150|U S BRICK-ALAMO PLANT
0011160|ALAMO FOAM
0011210|ALAMO HEIGHTS TRAILER PARK
0011250|ALAMO IRON WORKS-UNSPECIFIED PLANT
0011265|JUMPKING
0011420|CITY OF ALBANY
0011487|ALDINE ISD-INEZ CARROLL ELEMENTARY
0011490|ALDINE ISD-THOMAS B FRANCIS ELEMENTARY
0013250|ALLENS WHOLESALE MEATS
0013615|I TEX STORAGE SYSTEMS
0013640|ALLIED REFINING INC
0013780|ALPHA PRECISION PLASTICS INC
0013783|ALPHA OMEGA RECYCLING INC
0013860|BRENNTAG SOUTHWEST INC
0015620|ALCOA BUILDING PRODUCTS
0020100|AMARILLO CANNING COMPANY
0020325|MAGELLAN TERMINALS HOLDING LP
0020625|AMERICAN EXO  CHEMICAL CORPORATION
0021150|TRINITY MEYER UTILITY STRUCTURES LLC-TEXAS FACILITY
0022098|AMERICAN GEAR & SUPPLY
0022815|AMERICAN SPINCAST INC
0023260|AMERON
0023652|TUBOSCOPE VETCO INTERNATIONAL PLANT 12
0024350|SULPHUR RIVER RESOURCES LC
0024905|AMP PACKAGING SYSTEMS INC
0025420|ANCHOR APPETIZER GROUP
0026025|SOUTHERN COTTON OIL COMPANY-ABILENE OIL MILL
0026100|ANDERSON COUNTY FWSD 1
0027000|ANDERSON REFINING COMPANY
0027210|ANDERSON WIRE WORKSINC
0027955|ANDYS CUSTOM KILLING PROCESS
0028100|ANGELS MHP
0028125|TRENT WATER WORKS-ANGLECREST SUBDIVISION
0028410|ANGELINA & NECHES RIVER AUTHORITY-ANGELINA COUNTY FWSD 1
0028790|Utility Partners LLC-ANGLE ACRES WATER SYSTEM
0029000|ANGUS WSC
0029660|ANNONA MANUFACTURING COMPANY
0030050|ANTHONY FOREST PRODUCTS
0030200|ANTLER HEIGHTS SUBDIVISION
0031455|AQUA/PROCESS INC
0033743|CITGO PRODUCTS PIPELINE COMPANY
0033751|ARCOT MANUFACTURING CORPORATION
0034175|BASF CORPORATION-PASADENA PLANT
0034250|ARKLA EMERGY RESOURCES
0034350|ARKANSAS ROCK & GRAVEL COMPANY
0035000|CITY OF ARLINGTON
0035480|ARCTIC GLACIER INC-SAN ANGELO PLANT
0035753|ARMOUR FOOD COMPANY-HEREFORD PLANT
0035855|ARROW INVESTMENT CORPORATION
0035866|ARTCRAFT PANELS INC-VALLEY CHILE ROAD PLANT
0036010|ARVEY RV PARK
0036315|ASCENSION CHEMICAL CORPORATION
0036850|AQUA TEXAS INC-ASHLEY OAKS MH COMMUNITY
0037400|CITY OF ASPERMONT
0037473|ASSOCIATES UTILITIES COMPANY
0037475|ASSOCIATED SPRING
0038000|ATEC INC
0038601|ATHENS WATER SYSTEM COOP
0040130|VASTAR RESOURCES INC
0040175|CHEMTRADE
0040300|ATLANTIC REFINING COMPANY
0040420|ATLAS ROOFING CORPORATION-DIBOLL PLANT
0040530|ATRIUM DOOR & WINDOW COMPANY
0041005|SOLVAY SPECIALTY POLYMERS
0041027|CITY OF AUSTIN-DECKER CREEK POWER STATION
0041040|AUSTIN AMERICAN STATESMAN
0041105|AUSTIN COUNTY WSC 1
0041108|AUSTIN COUNTY WSC 3
0041110|FORTERRA PIPE & PRECAST LLC-AUSTIN PLANT
0041140|AUSTIN STATE SCHOOL
0041500|AUTOMATIC PRODUCTS CORPORATION
0042000|AUTUMN WOODS WATER COMPANY
0042205|AVALON  WATER SUPPLY AND SEWER SERVICE CORP
0042295|CITY OF AVERY
0042300|JAMES AVERY CRAFTSMAN INC-KERRVILLE PLANT
0043100|AVO MULTI AMP CORPORATION
0043110|AVS SERVICES LTD
0044200|AQUA PURE-AZALEA ESTATES MOBILE HOME COMMUNITY
0044720|B & D UTILITIES
0048096|NO DATA AVAILABLE
0049720|B A E AUTOMATED SYSTEM INC
0049750|BAGWELL TRAILER PARK
0050100|CHAPARRAL TRANSPORTATION COMPANY
0050235|MRS  BAIRDS BAKERIES-WACO PLANT
0050315|BAKER HUGHES INTEQ-CORPUS CHRISTI PLANT
0050325|BAKER PACKERS
0050630|BALLY FARM
0050650|WEST COMMERCIAL REAL ESTATE SERVICE
0000001|UNKNOWN
0000050|FRANKLIN COUNTY WD
0000120|PANOLA COUNTY FWSD 1
0000130|UPPER NECHES RIVER AUTHORITY
0000175|TRINITY RIVER AUTHORITY-CEDAR CREEK RESERVOIR 08190
0000182|TRINITY RIVER AUTHORITY-NAVARRO MILLS 08230
0000190|TARRANT REGIONAL WD-CEDAR CREEK RESERVOIR 08190
0000220|HOUSTON COUNTY WCID 1
0000250|SAN JACINTO RIVER AUTHORITY-LAKE HOUSTON 10030
0000320|GULF COAST WATER AUTHORITY-SAN JACINTO SYSTEM 10030
0000338|BRAZOS RIVER AUTHORITY-LAKE PROCTOR
0000340|BRAZOS RIVER AUTHORITY-SQUAW CREEK 12190
0000360|BRAZOS RIVER AUTHORITY-STILLHOUSE HOLLOW 12300
0000370|BRAZOS RIVER AUTHORITY-POSSUM KINGDOM 12150
0000380|FORT BEND COUNTY WCID 1
0000430|SHACKELFORD COUNTY MUNICIPAL WATER AUTHORITY CO OP
0000570|LAVACA NAVIDAD RIVER AUTHORITY-LK TEXANA 16010
0000579|GUADALUPE BLANCO RIVER AUTHORITY-RUN OF THE RIVER
0000590|GUADALUPE BLANCO RIVER AUTHORITY-RUN OF THE RIVER
0000680|CAMERON COUNTY WCID 6
0000840|MAVERICK COUNTY WCID 1
0000890|PEACH HILL QUARRY
0001077|BILL WILLIAMS TRUCKING
0001083|POOL INC
0001085|R E GLASSCOCK
0001090|SOUTH TEXAS WATER AUTHORITY-LAKE CORPUS CHRISTI B221121070
0004005|A & A COATING INC
0004013|A & B ALUMINUM & BRASS FOUNDRY
0005900|ABC REALTY COMPANY
0006670|ABLES SPRINGS SUD
0007430|ACETYLENE OXYGEN COMPANY-VICTORIA PLANT
0008855|ACTION AND ALLIANCE PROD COMPANY
0008868|MONARCH UTILITIES LP-ACTON WATER COMPANY ROYAL OAKS
0009300|ADMIRAL LINEN & UNIFORM SERVICES
0009600|MOORTEX WSC
0009819|ADVANCED METALLURGICAL TECHNOLOGY
0009835|Berry Global-WAXAHACHIE PLANT
0009875|QUADVEST INC-HALLIBURTON ENERGY SERVICES INC
0009900|AEROSPACE INC
0009920|APPLIED AVIONICS INC
0009930|AEROTECH PRODUCTS INC
0009951|CRYSTAL SPRINGS WATER COMPANY-AFTON PARK SYSTEM
0009952|AFFILIATED FOODS
0010100|SCHIRM USA INC
0010200|AQUA TEXAS INC-AGNES SUBDIVISION
0010300|AGSCO MINERALS CORPORTION
0010840|AILEEN INC-ABILENE PLANT
0010848|BLUE SKIES OF TEXAS WEST
0010885|AIR PRODUCTS & CHEMICAL INC-LONE STAR PLANT
0010910|AIR LIQUIDE AMERICA CORPORTION-BEAUMONT CARBON DIOXIDE PLANT
0010950|ALABAMA COUSHATTA RESERVATION
0011000|CITY OF ALAMO
0011050|ALAMO CEMENT COMPANY-FM 1604 NE PLANT
0011100|ALAMO CEMENT COMPANY-UNSPECIFIED SYSTEM/FACILITY
0011119|ALAMO CONCRETE PRODUCTS CO-SOUTH TEXAS DIV THREE RIVERS PLANT
0011127|ALAMO CONCRETE PRODUCTS LTD-PEARL ST PLANT GOLIAD
0011170|ALAMO GARDENS SUBDIVISION
0011315|ALAMO MASA COMPANY INC
0011426|ALBIS CORPORATION
0011435|ALCOHOL COOPERATIVE INC
0011455|SPARTECH PLASTICS
0011465|ALEX SUBDIVISION
0011477|ALDINE GARDENS MHP
0011481|ALDINE ISD-BETHUNE ELEMENTARY
0011675|ALENCO WINDOWS INC
0011905|ALEXANDER PLASTICS INC
0012600|ALICE COTTON OIL COMPANY
0012900|Gulf Utility Service-ALLENDALE WATER SYSTEM
0013200|FRED ALLEN COMPANYINC
0013500|ALLIED CHEMICAL CORPORATION
0013675|ALLSTATE CHEMICAL CORPORATION
0013679|ALLOY CASTINGS COMPANY INC
0013750|POINT SOUTH MHP
0013760|ALPHA INDUSTRIES
0013840|ALPINE ENGINEERED PRODUCTS INC
0013850|ALPINE FROZEN SPECIALTIES INC
0015525|ALTON BOX BOARD COMPANY
0015800|ALCOA WORLD ALUMINA LLC-POINT COMFORT OPERATIONS
0016806|MUNICIPAL DISTRICT SERVICES-ALVIN ISD MANVEL JR HIGH SCHOOL
0020305|Aggregate Water Services-AMBERWOOD UTILITY
0020317|AMEGA CONSTRUCTION INC
0020365|AMERIFLEX RUBBER & GASKET COMPANY
0020380|AMERICAN BAKERIES COMPANY-HALLIBURTON ENERGY SERVICES INC
0020387|AMERICAN BIOMED INC
0020530|AMERICAN CYANAMID COMPANY
0020610|WHITEWAVE FOODS
0021058|AMERICAN MINERALS INC
0021060|STANDEX ADP
0021615|REXAM BEVERAGE CAN COMPANY-UNSPECIFIED SYSTEM/FACILITY
0022350|ASARCO LLC-EL PASO PLANT
0023000|YAZAKI NORTH AMERICAN INC
0023200|AMERICAN ZINK COMPANY
0023320|BOC GASES-CARBON DIOXIDE PLANT 867
0023625|AMF GEO SPACE CORPORATION
0023650|NOV TUBOSCOPE NORTH
0024250|AMERICAN BUILDING
0024500|INEOS STYROLUTION AMERICA LLC-TEXAS CITY
0024501|BP AMOCO CHEMICAL PLANT
0024765|OCCIDENTAL PERMIAN LTD-MALLET CO2 REMOVAL PLANT
0024810|AMOCO PRODUCTION COMPANY-PRENTICE GASOLINE PLANT
0024860|ALTURA ENERGY LTD-MIDLAND FARMS FMT
0024920|ARMOR AGGREGATTES LTD
0024952|AMREP INCLANCASTER PLANT
0025100|ANACAST
0025500|ANDECTOR GAS COMPANY
0026000|AGP REFINERIES LC
0026700|ARKANSAS FOREST PRODUCTS COMPANY
0027950|ANDREW CORPORATION-TEXAS DIVISION
0028000|CITY OF ANDREWS
0028500|ANGELINA WSC
0030400|CITY OF ANTON
0030500|ANZON AMERICA INC
0031000|APACHE PACKING COMPANY
0031010|APACHE CORPORATION
0031200|APPLEBY WSC
0031400|APPLE SPRINGS WSC
0031440|APOLLO MARITIME INTL INC
0031600|SOUTHWEST TEXAS STATE UNIVERSITY
0032600|ARANSAS COMPANY AIRPORT
0033050|Gulf Utility Service-MAPLE LEAF MH SUBDIVISION
0033715|ARCHER COUNTY MUD 1
0033718|NAVITAS MIDSTREAM PARTNERS-CRANE GAS PLANT
0033748|CHEMTRADE REFINERY SERVICE-BEAUMONT SITE
0033750|EQUISTAR CHEMICALS LP-PORT ARTHUR PLANT
0033800|ARDCO COMPANY
0033900|LYRICK CORPORATION
0034000|ARGYLE WATERWORKS
0035420|AKZO CHEMICALS  INC
0035600|ARMCO STEEL CORPORATION-UNSPECIFIED SYSTEM/FACILITY
0035720|ARMCO STEEL CORPORATION-UNSPECIFIED SYSTEM/FACILITY
0035725|ARMOLOY COMPANY
0035755|ARMOUR FOOD COMPANY-MERIDIAN PLANT
0035820|ARROW CUSTOM PLASTICS INC
0035824|EVOQUA WATER TECHNOLOGIES
0035825|ECO RESOURCES-ARROWHEAD SHORES
0035834|HOMETOWN FOOD COMPANY-ARROWHEAD MILLS
0035860|ARROYO DOBLE WATER SYSTEM INC
0035965|ARROW ENVIRONMENTAL REMEDIATION
0036200|ASBESTOS COMPANY OF TEXAS
0060136|B & E WATER SYSTEM
0060138|WATER NECESSITIES INC-CLAIRE STREET WATER SYSTEM
0060142|COMMUNITY WATER SYSTEMS-STUCKEYS SYSTEM
0060145|ORANGE COUNTY WCID 1-HIGHWAY 12 ADDITION WATER SYSTEM
0060160|COMMUNITY WATER SYSTEMS-ORANGE COUNTY WCID 1 NAGLE ADDITION WATER SUPPLY
0060161|B & B WATER WORKS-PINE FOREST SUBDIVISION SYSTEM
0060165|B & B WATER COMPANY-RUBY STREET ADDITION SYSTEM
0060327|BEAUTICONTROL INC-CARROLLTON PLANT
0060330|BEAR CREEK GOLF WORLD
0060337|BEATRICE/HUNT WESSON INC
0060343|CEMEX CONSTRUCTION MATERIALS SOUTH LLC-GRISSOM ROAD PLANT
0062550|CITY OF BEDFORD
0063245|Utility Partners LLC-BEECHWOOD SUBDIVISION
0063510|AQUA TEXAS INC-BEHRINGER WATER SYSTEM
0065198|BELLEAU WOOD EAST POA
0067205|BELL WATER COMPANY
0069510|LAKEHAVEN DOCKS
0069650|BENDCO/BENDING & COILING COMAPNY INC
0070300|MOORE WATER COMPANY-UNSPECIFIED SYSTEM/FACILITY
0070450|CITY OF BERRYVILLE
0072170|BEULAH WSC
0072460|BEXAR COUNTY WCID 17
0072710|BF GOODRICH AEROSPACE
0072711|STEPHENS UTILITIES-BOURLAND ESTATES WSC
0072799|TEJAS SNACKS
0072855|BIG OAK MOBILE HOME PARK
0073610|BIG SANDY SAND COMPANY INC
0074500|BIG THREE INDUSTRIES INC-BAY CITY PLANT
0075730|BIO ZAPP LABORATORIES INC
0076000|CITY OF BISHOP
0076200|BITTER CREEK WSC
0077100|BLACKLAND WSC
0080380|THE BLOOD CENTER
0081910|BLUE BELL CREAMERIES LP-SOUTH HORTON PLANT
0081921|VF JEANSWEAR INC-WRANGLER DIV  FABENS PLANT  EL PASO
0082050|BLUEBERRY HILL WATER SYSTEM
0082055|BLUEBERRY HILL ADDITION
0082700|BLUE SPRING CORPORATION
0082900|AQUA TEXAS INC-BLUE WATER SHORES
0083000|BLUFFTON TRAILER PARK 1 & 2
0083950|BOEHRINGER MANNHEIM DIAGNOSTICS
0084945|GRAHAM PACKAGING COMPANY
0085000|BOLD SPRINGS WSC
0085400|BOLES ORPHAN HOME
0085850|BOLLINGER HEALTHCARE PRODUCTS
0086025|BOLO POINT WSC
0086100|BONANZA BEACH WSC
0086455|BONHAM WATER AUTHORITY
0086800|BORDER PIPE LINE COMPANY
0087250|BOOTH FISHERIES
0087390|BORDEN INC-UNSPECIFIED SYSTEM/FACILITY
0090490|BOWATER COMPUTER FORMS
0090510|TRIPLE S STEEL
0090800|CITY OF BOWIE
0090850|BOWIE CASS ELECTRIC COPORATION
0093600|CITY OF BRADY
0094100|BRAES UD
0094923|BRAUN BEEF COMPANY INC
0094924|BRAUMS ICE CREAM
0095256|SI ENVIRONMENTAL LLC-BRAZORIA COUNTY MUD 6
0095773|BRAZOS MATERIALS COMPANY
0095775|BRAZOS ELECTRIC POWER CO OP INC-NORTH TEXAS PLANT
0096250|INGRAM CONCRETE LLC-BRECKENRIDGE PLANT
0096900|BRENEMAN INC
0097600|CITY OF BRENHAM
0097760|VILLAGE OF BRIARCLIFF
0098000|CITY  OF BRIDGE CITY-GENERAL DISTRIBUTION
0098110|BRIGHT COOP INC
0098150|BRINKER WSC
0098230|BRITTMOORE BUSINESS PARK
0098305|CITY OF BRONTE
0098307|BROOKDALE MHP
0098320|BROOKHAVEN COUNTRY CLUB
0099200|CITY OF BROWNFIELD
0099300|KOCH HEAT TRANSFER COMPANY LP
0100414|BROWNSVILLE MANUFACTURING  COMPANY-BROWNSVILLE HAGGAR DIV
0100600|CITY OF BROWNWOOD
0100752|LOST RIVER RV PARK WATER SYSTEM
0101620|BRUNDAGE WATER SYSTEM
0102200|BRUSHY WSC-BRUSHY WSC
0102800|BRYAN AIR FORCE BASE
0104500|BUCKEYE KNOLL
0106410|CITY OF BUFFALO GAP
0108500|BUNGE EDIBLE OIL CORPORATION
0108501|BUNTINGS WHOLESALE MARKET INC
0109925|BURNS REDBANK WSC
0109950|BURNS WATER SYSTEM
0111600|BURKHARTS LAUNDRY
0112100|CREST WATER COMPANY-BURLESON OAKS ESTATES
0112800|BURLISON PACKING COMPANY
0112900|BURLINGTON DOMESTICS-POSTEX HALL PLANT
0113620|AUSTIN AQUA SYSTEMS-BURNET HILLS MHP
0116100|BYDECKA WATER SYSTEM
0116284|C & L ICE COMPANY
0116298|CABELLS DAIRIES
0116350|NO DATA AVAILABLE
0116400|SOUTHWEST ICE CREAM SPECIALTIES
0125500|CABOT CORPORATION-BRYAN 17 PLANT
0127030|CACTUS AVENUE MHP
0127574|CADCO INC
0127580|CADILLAC CANYON
0127656|BEXAR MWD-BMWD TAMARON
0127685|CAJAL D P INC
0128210|CARDELL KITCHEN & BATH CABINET
0129601|CAL MAINE FOODS INC
0130630|CAMELOT WATER SYSTEM
0130640|CAMELOT ESTATES WS
0130745|CAMILLA COVES LOT OWNERS ASSOCIATION
0130750|CAMILLA WSC
0131000|CAMPBELLTON WATER WORKS INC
0131200|CAMP URLAND
0132230|CANDELARIA WSC
0132450|CANTEX INC
0132607|CANTON RURAL WSC
0133000|CANYON MUNICIPAL WATER SYSTEM
0133095|CANYON DAM MOBILE HOME PARK
0133114|CANYON LAKE FOREST UTILITY INC-CANYON LAKE HILL UNIT 2 & 3
0133132|CANYON LAKE WATER SERVICE COMPANY-CANYON LAKE ACRES SYSTEM
0133146|CAPITOL AGGREGATES LTD-SAND & GRAVEL PLANT
0133250|CAPITOL SAND AND GRAVEL-DIVISION CAPITOL AGGREGATES INC PLANT 1
0133325|GENERAL CABLE CORPORATION
0133350|USA FEEDYARD LLC
0133495|CARBO MEDICS INC
0133505|CARBON & ALLOY METALS INC
0133606|AIR LIQUIDE AMERICA CORPORTION-BEAUMONT PLANT
0133611|CARDON VILLA MHP
0133620|NORTHWEST GRAYSON WCID 1
0133670|CARIBOU WATER SYSTEM
0133800|CONCHO RURAL WATER CORPORATION-TOM GREEN COUNTY FWSD 1 CARLSBAD SYSTEM
0133810|CARLSBAD MHP
0134600|CITY OF CARLTON
0135367|AQUA TEXAS INC-CARRIAGE TRAIL SUBDIVISION
0136000|CARROLLCLEAN LLC
